ID_DNA_RAD	Label	Alcool_ID	Mother_ID	Isolation_date	Death_date	Sex	Phenotype	P7.very.large.ep	P7.larg.ep	P7.med.ep	P7.small.ep	P7.ep.dist.very.large	P7.ep.dist.large	P7.ep.dist.medium	P7.ep.dist.small	P7.ep	P6.very.large.ep	P6.larg.ep	P6.med.ep	P6.small.ep	P6.ep.dist.very.large	P6.ep.dist.large	P6.ep.dist.medium	P6.ep.dist.small	P6.carp.curv.setae	P6.ep	P5.very.large.ep	P5.large.ep	P5.medium.ep	P5.small.ep	P5.ep.dist	P5.ep	P5.prop.curv.setae	P5.carp.curv.setae	P5.merus.curv.setae	P5.isch.curv.setae	P5.curv.setae	P4.small.ep	P4.prop.curv.setae	P4.carp.curv.setae	P4.merus.curv.setae	P4.isch.curv.setae	P4.curv.setae	P3.prop.curv.setae	P3.carp.curv.setae	P3.merus.curv.setae	P3.isch.curv.setae	P3.curv.setae	P2.prop.curv.setae	P2.carp.curv.setae	P2.merus.curv.setae	P2.isch.curv.setae	P2.curv.setae	P1.prop.curv.setae	P1.carp.curv.setae	P1.merus.curv.setae	P1.isch.curv.setae	P1.curv.setae	Photo_ID	Size	Note	Extracted	Family_level	P7.ep.mid	nb_tot_juv_brood1	nb_juv_brood1	nb_tot_juv_brood2	nb_juv_brood2	Name_offsprings_brood1	Name_offsprings_brood2	Species
E5066	O23-1	5066	M6-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0084-DSC_085	1,649	Small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5067	O23-2	5067	M6-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_086	1,706	Small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5068	O23-3	5068	M6-6	19/06/2024	19/08/2024	M	praehirsuta	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	13	0	0	13	0	7	0	0	7	0	4	0	0	4	DSC_087	1,522	Very small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5069	O23-4	5069	M6-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_088	1,984	Very small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5070	O23-5	5070	M6-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_089	2,059	Small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5071	O24-1	5071	M7-1	19/06/2024	19/08/2024	M	praehirsuta	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	8	36	0	0	44	10	27	5	0	42	9	25	5	0	39	8	17	5	0	30	DSC_090	1,998		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5072	O24-2	5072	M7-1	19/06/2024	19/08/2024	M	praehirsuta	1	0	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	23	0	0	33	12	29	5	0	46	13	34	7	0	54	6	14	6	0	26	DSC_091	2,16		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5073	O24-3	5073	M7-1	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_092	2,592	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5074	O24-5	5074	M7-1	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_093	2,724		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5075	O24-6	5075	M7-1	19/06/2024	19/08/2024	M	praehirsuta	1	0	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	26	1	0	33	8	32	5	0	45	8	28	6	0	42	8	15	4	0	27	DSC_094	1,909		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5076	O25-2	5076	M7-1	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_095	1,889	Small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5077	O25-4	5077	M7-1	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_096	1,907	Small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5078	O25-5	5078	M7-1	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_097	2,315	Two males in the well	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5079	O25-6	5079	M7-1	19/06/2024	19/08/2024	M	praehirsuta	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	6	26	0	0	32	10	26	4	0	40	7	18	7	0	32	9	17	7	0	33	DSC_098	1,878		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5080	O25-3	5080	M7-1	19/06/2024	19/08/2024	M	praehirsuta	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	>30	6	0	41	7	27	4	0	38	7	21	6	0	34	9	16	7	0	32	DSC_099	1,824		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5081	O26-1	5081	M7-1	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0100	1,939	Small and maybe immature male	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5085	O26-6	5085	M7-1	19/06/2024	19/08/2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0105	2,147	"Small and maybe immature male; slightly bent on photo"	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5090	O27-5	5090	M7-1	19/06/2024	19/08/2024	NA	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0110	1,941	Small and maybe a female. No male trait (telson), but maybe immature male	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5091	O27-6	5091	M7-1	19/06/2024	19/08/2024	NA	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0111	2,265	Small and maybe immature male	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5094	O28-5	5094	M11-1	19/06/2024	20/08/2024	M	forsmani	1	2	0	0	0	0	1	0	4	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0124	2,169		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5095r1	O28-6	5095	M11-1	19/06/2024	20/08/2024	M	forsmani	1	1	1	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0125	2,026	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5095r30	O28-6	5095	M11-1	19/06/2024	20/08/2024	M	forsmani	1	1	1	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0125	2,026	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5096	O29-2	5096	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0126	2,585		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5097	O29-3	5097	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0127	1,921	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5098	O29-6	5098	M11-1	19/06/2024	20/08/2024	M	forsmani	1	1	1	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0128	1,985		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5099	O30-1	5099	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0129	2,178		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5100	O30-2	5100	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0130	2,569		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5101	O30-3	5101	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0131-DSC_0132	2,456		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5102r1	O30-4	5102	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0133	2,097	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5102r30	O30-4	5102	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0133	2,097	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5103	O31-1	5103	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0134	3,018		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5104	O31-2	5104	M11-1	19/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0135	2,68		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5105	O31-3	5105	M11-1	19/06/2024	20/08/2024	M	forsmani	0	2	1	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0136-DSC_0137	2,224		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5106	O31-4	5106	M11-1	19/06/2024	20/08/2024	M	forsmani	0	1	2	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0138	1,884		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5107	O31-6	5107	M11-1	19/06/2024	20/08/2024	M	forsmani	1	2	0	0	0	0	1	0	4	0	1	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0139	2,148		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5108	O49-2	5108	M2-6	20/06/2024	20/08/2024	M	praehirsuta	0	1	1	1	0	0	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	4	0	7	35	7	0	49	12	>40	10	0	62	13	30	11	0	54	10	27	14	0	51	DSC_0140	2,066		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5109	O49-3	5109	M2-6	20/06/2024	20/08/2024	M	praehirsuta	0	1	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	4	0	10	35	1	0	46	11	42	7	1	61	12	42	9	1	64	11	35	8	1	55	DSC_0141	1,944		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5110	O49-5	5110	M2-6	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0142	2,569		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5111	O49-6	5111	M25-6	20/06/2024	20/08/2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0143	1,666	"Very small, maybe immature; mother_ID is M2-6 in lab notebook, but COLONY indicated that this individual was not given the right mother. This individual may have spent the night in the cone of the isolation pipette."	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5112	O50-1	5112	M2-6	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0144	2,268		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5113	O50-2	5113	M2-6	20/06/2024	20/08/2024	M	praehirsuta	0	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	8	0	14	>50	5	0	69	18	>50	20	0	88	15	40	19	0	74	16	34	14	1	65	DSC_0145	2,238		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5114	O50-4	5114	M2-6	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0146-DSC_0147	2,602		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5115b	O50-5	5115	M2-6	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0148-DSC_0149	2,865		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5116	O51-1	5116	M2-6	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0150	2,471		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5117	O51-2	5117	M2-6	20/06/2024	20/08/2024	M	praehirsuta	0	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	9	25	0	0	34	9	33	9	0	51	11	41	12	0	64	12	24	10	0	46	DSC_0151	1,887		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5118	O53-1	5118	M17-1	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0152	2,198		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5119	O53-2	5119	M17-1	20/06/2024	20/08/2024	M	forsmani	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0153	1,774		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5120	O53-3	5120	M17-1	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0154	2,832		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5121	O53-4	5121	M17-1	20/06/2024	20/08/2024	M	forsmani	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0155	1,988		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5122	O53-5	5122	M17-1	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0156	2,213		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5123	O53-6	5123	M17-1	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0157	2,222		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5124	O54-1	5124	M17-1	20/06/2024	20/08/2024	M	forsmani	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0158	1,921		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5125	O54-2	5125	M17-1	20/06/2024	20/08/2024	M	forsmani	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0159	1,998		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5126	O54-4	5126	M17-1	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0160	2,384		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5128	O54-6	5128	M17-1	20/06/2024	20/08/2024	M	forsmani	0	1	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0162	1,927		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5129	O55-1	5129	M17-1	20/06/2024	20/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0163	1,957	Small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5130	O56-1	5130	M19-6	20/06/2024	20/08/2024	M	forsmani	1	1	1	0	0	1	0	0	4	0	2	1	0	0	1	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0164	2,305		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5131	O56-2	5131	M19-6	20/06/2024	20/08/2024	M	forsmani	1	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0165	1,771		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5132	O56-3	5132	M19-6	20/06/2024	20/08/2024	M	forsmani	1	1	1	0	0	0	1	0	4	0	1	1	1	0	0	0	1	0	4	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0166	2,039	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5133	O56-4	5133	M19-6	20/06/2024	20/08/2024	F	NA	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	1	0	0	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0167	2,124		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
